RegionName,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20
Chelan County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170260,171388,172727,175304,178214,180968,183944,186943,190030,193115,195858,198685,201472,204726,207597,210358,212639,214894,216665,218289,220149,222442,225171,227775,230094,231976,234384,237644,240688,244346,247651,251363,254057,256252,258283,260051,261455,262793,263868,263184,262312,260621,260081,258256,256580,253488,250789,247978,246783,245432,243804,242073,240236,238295,235775,234579,233965,234336,233749,233311,232453,231763,231297,231144,230835,230646,230035,229216,227801,226726,225968,225047,222736,220477,218158,217091,216372,215915,216020,215888,215843,215349,214886,214682,215821,217086,218387,218443,218536,219198,219943,220855,221722,222906,224368,225670,226958,228136,229361,230606,231794,233915,235958,237912,238645,239179,239482,239057,238507,238489,239612,241339,242784,241296,239402,237702,238943,240491,242115,245606,249173,252638,254446,256039,257906,260264,263157,265844,267714,269479,271680,273226,274774,275234,276042,276532,277565,279655,281500,283670,285354,286988,288545,289838,290888,292590,294516,297339,299913,302481,304771,306933,308481,310492,311793,313887,316119,318526,321219,323569,326087,328299,330732,332941,335942,338969,342872,345437,347388,348907,350558,352246,353790,355321,356902,358682,360315,361677,362696,364422,366587
Putnam County,90505,90987,91353,91763,92197,92568,92918,93102,93328,93278,93304,93295,93530,93427,93376,93167,93055,93025,92994,93167,93333,94020,94663,95189,95235,95423,95781,96340,96687,96885,96970,97046,97001,96734,96464,96360,96511,96836,96982,96855,96577,96579,96945,97316,97689,97843,98248,98633,99135,99335,99462,99761,100283,100713,100786,100963,101181,101808,101912,101900,101655,101853,102266,102682,103044,103271,103492,103481,103529,103588,103830,103881,103814,103434,103036,102767,102574,102594,102583,102685,102830,102504,102311,102482,103210,104096,104679,105088,105319,105420,105589,105902,106188,106855,107506,108069,108283,108258,108523,108738,109231,109747,110508,111188,111852,112514,113110,113785,114583,115503,116423,117257,118161,119232,120341,121382,122260,122978,123807,124508,125211,126028,126867,128208,129305,130118,130519,130943,131669,132210,132878,133910,134937,135016,134615,134066,134249,134689,135308,135532,135268,135250,134824,134381,133622,134280,135019,135505,135027,134417,133086,131951,131289,131144,131295,130563,129819,128733,128281,127888,127374,126686,127051,128185,129080,128833,127915,127619,128034,128576,128632,128541,128373,128415,128388,127613,126795,126581,127126,127203,126595,125404,124646,123916,123688,123533,122706,121859,121031,120596,120112,120057,120138,120387,120665,121135,121700,121700,122197,123057,124619,125614,126701,127420,128759,130127,130773,130895,130526,131023,131073,131011,130256,130366,130048,130279,129352,128642,128285,128731,129747,130128,130971,131557,132097,131843,131742,131444,131633,132051,132813,133534,133653,134068,134520,135165,135996,136778,137682,138638,139909,140617,140755,140317,140507,140823,141098,141359,141927,142593,143025,143104,143123,143468,144144,145116,145863,146477,147036,147641,147836,148339,149700,151509,153036,153778,154867,156042,157477,158865,160265,161505,162091,162681,162714,163047,163376,164348,165064,165773,166350,167056,167856,168830,170550,172173
Yuba County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118699,118181,118181,118123,118563,119150,119846,120396,120920,121499,122578,123845,125300,127156,128863,130633,131867,133122,134425,135919,137619,139270,141085,142893,144843,146529,148193,149671,151611,153562,155720,158616,161862,165782,168269,170911,173218,176983,180921,185228,189149,193616,198092,202363,206507,210424,215468,220299,225401,230073,235208,240593,245979,251291,256960,262471,267509,271794,275047,277938,280373,282229,283236,283334,283172,282598,281565,280209,277652,274387,270815,267771,264951,261861,258518,255114,250826,245649,239558,233797,229825,226806,223913,219713,215084,210522,206065,201444,197293,193534,190210,185828,181187,176828,173859,171683,169705,167907,166277,165045,164104,163440,162974,163610,164045,164396,163860,163526,163257,162973,162807,162682,162448,162096,161612,160826,160204,159544,158971,158087,157255,156431,155543,154624,153807,153089,152544,152118,151785,151407,151147,151074,151153,151400,151737,152080,152549,153152,154091,155267,156564,157947,159337,160974,162753,164625,166564,168689,170833,173111,175216,177594,179873,182089,184057,185708,186943,187853,188643,189566,190418,191161,192100,192539,192852,192948,193413,194083,194004,194091,194133,194917,195623,196339,196404,196813,197138,198032,198564,199133,201776,204652,207938,209379,210969,212527,215017,216667,218680,220148,222692,225342,227092,228798,229970,231791,233790,236326,238797,241467,243916,246619,248880,251026,252675,253965,255950,258703,260898,261062,260585,261050,263026,264814,265580,266100,267115,268973,270085,270726,271657,273913,276523,278500,279349,280359,282225,284392,286646
Aroostook County,43989,43636,43005,42389,41972,41794,42095,42430,42528,42543,42486,42473,42662,43083,43976,44724,45374,45889,45829,45475,45210,45190,45370,45368,45334,45502,45794,46652,47340,47664,47627,48021,48980,49961,50615,51046,51509,51735,51506,50787,50192,49975,50391,50926,51356,51537,51529,51736,51850,52349,52632,52989,52810,52709,52754,53037,53281,53596,54125,54340,54491,54272,54303,54649,55583,56274,56330,56056,56036,56291,56657,57622,58491,59159,59727,59861,59737,59701,60393,61228,62188,62739,63281,63305,63648,64532,65693,67072,68933,70783,72014,72452,72085,72311,73030,73772,74625,74772,75728,76665,77350,77576,77947,78949,79948,80919,81433,82078,82123,82862,82358,81848,80802,81205,81387,81832,82491,82869,82694,82369,82269,82582,82821,83602,84284,84409,84850,85298,86073,86215,86734,87514,89328,90369,91867,92612,94118,94973,95767,95738,95716,96033,96895,97497,97267,97233,97417,97589,97412,97138,97058,97440,97823,98780,99205,99696,99284,98558,97172,96201,95462,95219,94959,94961,95216,95308,95306,95106,95418,95946,96616,97069,97704,98440,98793,98785,97687,96260,94521,93478,92693,91946,91716,91831,91761,90795,89963,89513,89884,90516,91533,92138,92665,93223,93223,92993,92207,92312,92504,92714,92790,92814,92881,92639,92223,91886,91856,91724,91951,92023,92341,92235,92160,91647,91084,90882,91000,91082,91029,91072,91109,91014,90169,89418,88665,88680,88714,88625,88690,88799,89048,89179,89389,89679,90291,90868,91360,91386,91624,91838,91842,91494,90915,90511,90312,90245,90495,90936,91475,92154,92658,93185,93458,93875,94426,94978,95317,95555,95773,96003,96192,96349,96498,96663,96924,97274,97719,98111,98475,98807,99022,98965,99055,98894,98956,98835,99007,99145,99234,99392,99690,100099,100596,101333,102038,103032
Apache County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117875,119806,121848,125894,129890,133799,137158,140163,142797,145128,147123,148807,150361,151644,152277,152502,152400,152092,152084,152191,152503,152515,152430,152174,151906,151675,151551,151140,150418,149361,148212,146817,145081,143535,141955,140346,138063,135924,133938,132322,130655,128871,127108,125210,123138,121106,119102,117423,116005,114530,113190,111693,110359,109256,108231,107578,107894,108232,108698,108423,108181,107873,107368,106695,105780,104793,104023,103205,102048,100981,99823,99133,98506,98204,98125,98162,98485,98863,99231,99715,100287,100927,101699,102499,103427,104270,105198,106328,107528,108925,110265,111578,112674,113783,114897,116182,117416,118712,119960,121076,122130,123107,124189,125160,125834,126359,126884,127592,128369,129002,129462,129897,130401,130858,131273,131719,133053,134538,136137,136998,138012,139157,140336,141451,142214,143175,144019,145200,146092,146861,147426,148306,149038,149901,150852,152028,153253,154350,155538,156438,156978,157609,158278,159180,159794,160060,160554,161105,162210,162924,163731,164484,165418,166267,167273,168302,169168,169893,170561,171387,171934,172502,173076,173730,174402,174960,175411,175690,176227,176976,177586,177955,178213,178632,178939,179222,179449
McKinley County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162367,162321,162188,162031,161634,161728,161691,161425,160753,159925,159203,157992,156837,155706,154748,154184,153905,152924,151631,150523,150098,149776,149565,149810,149913,149738,149647,148581,147421,146100,145638,145265,144644,144083,142940,142018,141169,140951,140378,140228,140094,140394,140341,140313,140212,140165,140507,140771,141043,140727,140546,140520,140559,140581,140465,140541,140557,140727,140730,140614,140363,140175,140247,140359,140733,140925,141144,141130,141215,141129,141428,141845,142530,143083,143432,143626,143487,143472,143458,143502,143712,144060,143724,143403,142899,143275,143415,143673,143985,144428,144934,145264,145437,145637,146254,146792,147260,146907,146757,146583,146670,146738,146762,147075,147317,147482,147302,147229,147317,147880,148421,149057,149588,150121,150587,150916,151295,151699,152320,152873,153409,153703,154075,154396,154714,154778,154864,154908,155295,155649,156210,156764,157498,158248,158949,159605,160276,161152,162052,163006,163693,164421,164943,165497,165895
Clallam County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145772,147235,148398,152476,156314,160071,161855,163887,166067,168376,170271,172204,174313,176833,179947,180583,181412,182401,186633,190742,194878,198937,203723,207944,211925,214853,217953,221208,225009,228855,232156,235159,237031,238052,238463,238643,239017,240285,241910,244119,244972,244604,244563,243084,242456,242471,242573,244754,245311,246766,246176,245338,244719,244237,243096,242186,240883,239187,237729,235330,233429,230839,228966,227121,225211,223457,221436,219658,217583,215697,213706,211774,210245,208857,207794,206762,205751,204959,204304,203584,202936,202029,201306,200145,198952,197374,195783,194199,192879,191425,190100,188970,188076,187362,186603,186231,185926,185699,185484,185325,185205,185174,185131,185119,185166,185454,185803,186232,186702,187357,188051,188829,189565,190351,191211,192201,193265,194180,195124,195931,196788,197647,198533,199416,200336,201322,202279,203090,203719,204405,205230,206246,207434,208650,210048,211277,212451,213435,214326,215247,216390,217909,219275,220733,221844,223263,224529,226225,227828,229509,231312,233377,235462,236987,238679,240511,242638,244468,245966,247500,249502,251954,254635,256723,258767,261051,263556,265686,267713,269547,271899,273779,275680,277253,278709,280454,282096,283819,285232,286225,287529,289537,292080,294647,296607,298502,300356,302184,304023,305685,307338,309386,311058,312194,312571,313018
Franklin County,84702,84741,84811,84934,85136,85419,85734,86048,86376,86807,87306,87760,88156,88481,88808,89079,89369,89705,90140,90567,91047,91630,92241,92985,93593,94199,94831,95446,95990,96400,96797,97288,97757,97823,98063,98333,99121,99910,100792,102018,103183,104330,105197,106265,107451,108926,110105,111175,111996,112993,114017,114827,115528,116254,117194,118057,118834,119629,120532,121503,122478,123485,124463,125445,126364,127241,128000,128854,129804,130831,132103,133508,135068,136262,137393,138638,140167,141350,142589,143861,145557,146793,147643,148551,149450,150486,151093,152033,153229,155502,157796,160171,161616,163589,165096,166740,167215,169238,171129,172875,173547,174679,176581,178227,180330,182455,185749,188125,192626,194523,198199,200080,203310,204360,204904,205442,206482,207597,208267,208773,207430,207563,207646,209729,210606,211902,213172,214271,215117,214578,214355,214480,216723,217706,217381,215445,214584,214325,213767,213133,212229,213235,214129,215122,213708,213001,212301,213362,213430,212686,211804,210765,209353,206393,204150,203312,203144,202244,200863,199217,198888,199782,200001,200648,201027,202598,201892,200733,200228,200345,200647,199780,199548,198542,198625,197715,197324,196720,197396,197217,196188,195414,195141,195711,193283,190432,187061,185274,185671,186101,186271,184808,183139,181810,180838,181227,182914,185792,189268,191998,191406,189094,187217,188026,190523,194052,196786,197025,196805,197190,196339,196411,196216,198480,200072,201247,201265,199333,198153,198318,199718,199792,201015,201712,204745,206746,208210,208416,208570,208478,208211,206986,205781,204384,202548,200239,196214,193053,191753,193441,195023,195708,195533,196118,197053,198193,198815,199498,200829,201649,201744,199222,197466,198950,201715,204553,205813,207464,210740,213820,218352,222181,226123,228894,231339,232973,233958,235237,235923,235639,233709,233109,231146,229671,227191,227550,227173,225777,224269,222304,221456,220957,220893,219912,219027,218145
Riley County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147053,147000,146874,146728,146629,146726,146867,147074,147282,147470,147124,146907,146922,147416,147864,148174,148462,148506,148462,148459,148535,148574,148398,148446,148141,148153,148112,148474,148928,149368,150045,150908,151734,152729,155316,157175,158960,158930,159426,159548,159531,159775,159878,159116,158312,157494,156923,156573,156733,157567,158171,158620,159093,159615,159782,160568,161366,162381,162476,162491,162226,162058,161899,161945,161867,161607,161617,161748,161996,162098,162353,162672,162931,163261,163555,163924,164345,164786,165314,165759,166067,166304,166653,167104,167585,167974,168467,168995,169693,170463,171101,171502,171839,172241,172556,172848,173350,174034,174630,175015,175384,176022,176704,177502,178234,178875,179417,179954,180319,180650,180899,181298,181646,181439,181427,181493,181938,182421,183002,183677,184251,184634,185115,185634,186502,187356,187845,187884,187888,188187,188753,189240,189803,190359,190954,191447,191676,192103,192678,193516,194188,194606,194767,194920,195075
De Kalb County,,55598,55157,54917,54332,54175,54291,54492,54341,53648,53223,52559,52309,51760,51533,51147,50809,50547,50022,49639,49586,50126,50623,51513,52187,53341,54588,56125,57731,58250,58677,58758,59208,60131,60515,60940,60844,60774,60609,60325,60391,60781,61357,61931,62404,62442,62826,63099,63502,63645,63642,63723,63697,63856,64176,64623,65044,65515,65841,66130,66232,66450,66689,66970,67167,67373,67461,67475,67404,67381,67459,67576,67853,68136,68473,68704,68850,68919,69014,69227,69488,69656,69831,70005,70232,70373,70437,70503,70624,70808,70968,71157,71365,71650,71887,72126,72265,72501,72875,73442,73921,74322,74710,75073,75403,75728,76139,76632,77188,77797,78264,78657,79050,79542,80080,80675,81277,81865,82308,82639,82977,83352,83780,84168,84609,85090,85530,85765,85941,86064,86536,86762,87145,87087,87260,87134,87395,87447,87694,87775,87954,88109,88026,88725,88782,89093,88887,89259,89246,89146,88785,88569,88374,88392,88357,87830,87425,87050,86810,86608,86288,86256,86013,86075,85956,85725,85410,84928,84812,84675,84637,84133,83669,83139,82965,82753,82719,82499,82294,82124,82220,82500,82740,82705,82568,82559,82664,82729,82706,82764,82885,83247,83250,83208,83025,83453,83856,84243,84128,83945,83586,83404,83166,82884,82546,82053,81814,81420,81254,80821,80732,80673,80766,80766,80779,80678,80530,80414,80392,80484,80669,80922,81200,81345,81579,81576,81645,81717,81977,82259,82419,82470,82455,82531,82414,82465,82428,82843,83178,83634,83928,84230,84472,84757,85034,85374,85787,86163,86513,86619,86773,86884,87203,87601,88075,88514,88807,89033,89247,89400,89666,90052,90658,91308,91870,92361,92765,93206,93736,94333,95047,95702,96231,96683,97072,97491,97840,98212,98641,99058,99485,99873,100156,100514,100912,101343
Muskogee County,43209,43336,43432,43503,43607,43663,43704,43764,43846,43871,43903,43975,44141,44283,44449,44599,44797,45001,45246,45496,45741,46202,46572,46786,46659,46799,46977,47247,47353,47604,47795,47922,47968,47803,47764,47817,48154,48336,48502,48654,48828,48900,49022,49125,49307,49444,49671,49838,50018,50136,50300,50459,50605,50733,50833,51056,51332,51725,51933,52157,52304,52534,52717,52891,53104,53344,53543,53688,53740,53781,53891,54034,54189,54337,54494,54674,54831,54975,55144,55296,55474,55581,55712,55875,56083,56272,56418,56522,56657,56797,56949,57143,57344,57477,57580,57761,58055,58282,58408,58540,58730,58964,59210,59397,59559,60014,60465,60687,60607,60619,60959,61309,61604,61805,62030,62251,62489,62550,62656,62874,63240,63556,63655,63744,63854,64084,64298,64552,64818,65085,65336,65518,65671,65834,65981,66166,66258,66376,66567,66827,67090,67225,67312,67452,67576,67725,67905,68101,68375,68486,68723,68803,68849,68749,68655,68574,68565,68531,68566,68516,68457,68410,68039,67694,67365,67482,67630,67754,67812,67827,67699,67567,67430,67340,67297,67261,67211,66955,66698,66462,66306,66200,66208,66233,66214,66159,65995,65907,65828,65952,66039,66143,66187,66262,66296,66301,66386,66501,66812,67004,67214,67200,67232,67212,67269,67299,67362,67505,67595,67711,67736,67858,67941,68117,68270,68409,68519,68606,68712,68779,68914,69039,69208,69360,69540,69666,69804,70007,70207,70450,70642,70864,70992,71123,71276,71579,71866,72156,72325,72480,72610,72668,72731,72814,72955,73113,73243,73083,72930,72774,73014,73211,73448,73609,73840,74015,74161,74259,74395,74477,74583,74699,74543,74477,74423,74690,74886,75044,75241,75486,75767,75875,75954,76014,76414,76719,76997,77113,77289,77560,77846,78154,78459,79015,79620,80274
Shiawassee County,64059,64296,64421,64727,65030,65449,65774,65985,66055,66347,66567,66884,67344,67635,68127,68386,68744,69072,69617,70195,70681,70796,71310,71642,72353,72621,72764,72962,73387,73764,74091,74591,75876,77215,78285,79188,79731,81128,82917,84679,85563,86148,86673,87617,88022,88813,89293,89905,90288,90365,90281,90343,90956,91795,92806,93449,93957,94186,94683,95303,95986,96469,96892,97205,97509,97773,98146,98328,98748,99103,99485,99780,100201,100836,101331,101777,102132,102647,102899,103488,103938,104602,105027,105553,106069,106588,107152,107779,108422,109023,109607,110027,110408,110696,111235,111687,112170,112511,112956,113362,113771,114023,114422,114836,115309,115623,115942,116282,116692,116929,117183,117424,117566,117563,117276,117069,116826,116657,116320,115948,115459,115113,114754,114685,114554,114593,114519,114248,113799,113203,112720,112230,111761,111467,110952,109899,109149,108377,108176,107679,107408,107130,106526,105828,105004,104216,103407,102697,101909,101228,100326,99620,98783,97962,97253,96466,95660,94563,93597,92681,91797,90898,90089,89417,88762,88149,87639,87353,87283,87244,87131,87060,86727,86316,85683,85210,84846,84663,84480,84222,83781,83471,83199,82970,82938,82930,82949,82776,82553,82311,82141,81990,81872,81705,81665,81699,81800,82020,82422,82850,83274,83499,83741,83960,84336,84676,85004,85310,85595,85875,86127,86455,86811,87349,87799,88319,88712,89299,89759,90124,90453,90746,90995,91163,91327,91349,91421,91487,91699,91867,92115,92434,92698,92870,92901,92969,93098,93502,93929,94345,94797,95211,95659,96024,96482,97067,97409,97737,98019,98553,99101,99587,100478,101437,102494,103127,103689,104224,105719,107409,109163,110054,110859,111842,111571,111084,110348,110798,111352,111893,112161,112507,112843,113326,113749,114091,115217,116442,117739,118324,118810,119273,119492,119539,119554,119808
Belmont County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52079,52211,52162,52115,52266,52720,53510,54202,54611,54976,55472,56206,57041,57775,58774,59901,60788,61339,61446,61697,62253,62843,63332,63647,63817,64076,64313,64617,64798,64910,64866,64963,65231,65690,66011,66025,66158,66193,66205,66125,66314,66355,66664,66779,67085,67121,67196,67267,66939,66487,65881,65581,65339,65184,64962,64819,64688,64702,64758,64909,65146,65964,66666,67202,67067,67078,67018,66950,66686,66423,66183,65996,65919,65292,65084,64904,65378,65447,65535,65507,65574,65570,65535,65428,65404,65525,65525,65482,65340,65431,65491,65656,65768,66000,66199,66420,66557,66779,66927,67158,67319,67551,67809,68170,68617,69082,69560,70020,70483,70872,71402,71893,72354,72668,73015,73355,73723,74040,74434,74856,75326,75795,76213,76685,77286,77981,78611,79170,79655,80180,80618,81062,81525,82071,82442,82751,82973,83348,83856,84349,84780,85106,85541,86033,86501,86776,87211,87647,88250,88699,89142,89600,90269,91006,91704,92285,92821,93276,93673,94085,94621,95163,95703,96268,97038,97811,98486,98975,99538,100324,101092,101831,102370,102922,103431,103897,104080,104222,104410
